"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Ukraine","UKR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","-4000000","-198000000","-1603000000","-47000000","86000000","-138000000","45000000","-337000000","-867000000","-2067000000","-2757000000","-3583000000","-5753000000","1280000000","1533000000","-4342000000","-1569000000","-4689000000","-8787000000","2700000000","-367000000","-293000000","",
"Upper middle income","UMC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","11600000","35700000","11800000","-3100000","-77600000","-28300000","-62500000","-221400000","-91900000","-183000000","-164200000","-129800000","-107800000","-47400000","-83400000","-29300000","-158100000","-288800000","-179900000","-209600000","-419400000","-83900000","-191430800","-507707576.147186","-328596914.11","311043154.66","422249315.431869","-805887612.311449","-1686388669.92","-1150528098.24336","557802730.271832","821228158.36","682567607.73","-1975815493.08","-316737543.018796","-1662614748.41466","-306325064.514285","1050281352.76265","2019919742.1192","",
"United States","USA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","-1170000000","-8830000000","-13450000000","-4150000000","110000000","-4900000000","-3970000000","-24040000000","-7100000000","-670000000","-10580000000","-15450000000","-9510000000","-1745000000","-24960000000","-68540000000","-81506000000","-61675000000","-65873000000","-73643000000","6761000000","-11863000000","-22810000000","35247000000","-76220000000","-87957800000","-183464600000","-216257900000","-57361000000","-137690000000","-282253000000","-324573000000","-424623000000","-417105000000","-675384000000","-564748000000","-633367000000","-775806000000","-807954000000","18530000000","-620815000000","-226263000000","-498252000000","-30686000000","-120803000000","-53569000000","-196730000000","",
"Uzbekistan","UZB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","125925.925925926","-348148.148148148","-688888.888888889","-300000","0","2740740.74074074","-1685185.18518519","114814.814814815","111111.111111111","-1444444.44444444","-3481481.48148148","-1004814.81481481","-20693540","-33170367.7777778","8195737.03703704","-12511212.962963","3394888.88888889","3116178.51851852","-18189028.5185185","527227.407407407","3172861.48148148","-5500296.2962963","-14721960.3703704","-3369832.91974073","-13354156.2777778","-6494666.26023804","",
"Venezuela, RB","VEN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","12000000","10000000","-15000000","12000000","19000000","69000000","-723000000","41000000","-124000000","74000000","-1310000000","-83000000","-1582000000","-201000000","0","0","0","0","0","534000000","-15976000000","-351000000","-1003000000","-621000000","-253000000","801000000","-739000000","740000000","-776000000","-2105000000","3134000000","-1107000000","2310000000","966000000","2084000000","-913000000","9948000000","-4551000000","-4809000000","-9470000000","-4031000000","-2183000000","-2776000000","592000000","-3007000000","2952000000","1174000000","",
"British Virgin Islands","VGB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","-865000000","-1313000000","-6243000000","578000000","71000000","-2370000000","-1412000000","-1286000000","-1466000000","-93000000","65000000","-228000000","",
"Vanuatu","VUT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","-3453502.81514223","1006907.83559519","-688547.435160941","4325779.531805","334395.206571158","-2106542.95110007","-896254.238365618","1388764.27054923","795111.288962473","-1677209.8206543","-3545556.16275067","869768.172951572","1587070.86679458","-6711063.5445341","195764.891731345","17516875.6914007","-10236550.8654705","9786125.01992419","","",
"World","WLD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","-407542.898329472","2845199.1865901","352661.702162413","138131.50301865","-1066142.59986683","1584323.13516202","1663270.21376001","380188.311065363","9900573.01812989","1720738.80478162","5011568.9553196","3702558.42082425","-583967.352646255","",
"Kosovo","XKX","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39842052.6096863","21773992.0409889","82028632.36421","50096470.3153068","-24617434.5164735","168891214.52557","66035002.7205385","83991160.5150571","234959531.033564","179611906.15322","27574367.4697833","20847653.0579377","378825291.940359","",
"Yemen, Rep.","YEM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14169860.9734025","33960000","8480000","43970000","13540000","358119338.298715","-114537662.768943","105451223.804724","166487528.800782","-257133882.451487","-34468015.245009","","",
"South Africa","ZAF","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13056248.2216456","766906602.449759","819099672.703771","335882214.860985","-94297349.1818497","-6492008.6002933","-236019741.148433","-1743340519.35557","-747413223.967098","-2835619307.00327","-2489795309.45989","-2445473459.05116","-6687318897.88459","-4294494584.18761","-8686039873.5145","1864392503.19628","8301707614.07782","417224982.805982","-723417159.258608","-6358819097.57915","-4807353842.89597","-19627405230.2709","-10242422637.5782","14302655799.7218","-11621961608.7471","-9772901421.89933","-7725313726.90501","-13520041600.8768","-11014274330.2004","-13578311891.9548","-10280699696.9977","-16375587350.0979","",
"Zambia","ZMB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","-1400000","-800000","-12500000","-5620000","-7520000","260000","-2250000","80000","-122391894","-50420000","-41791500","6070000","74876218.3194586","-73625920","-70705750","-899327209.35866","-96495000","-1205518199","-1221383415.09053","-413849920.294563","",
"Zimbabwe","ZWE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","8266252.61914634","8298459.7875883","8817083.54784172","27429506.1052578","29969773.2574823","46765766.1419722","42646910.0712289","-2832264.62935293","-9088768.20468867","-1253429.52027962","-909924.572835607","60794326.4711224","36669757.7175564","21662734.8484648","-7268593.00638277","9475544.84340438","5083123.98834465","-50100172.256466","","","","","","","","","","","","","","","-67000000","-63090000","-10000000","-99200000","-114200000","-130300000","-122800000","80061343.26","",
