"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Kazakhstan","KAZ","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7200000","-223500000","-404200000","-60900000","45500000","55024748.3366842","1317471175.43815","1232506668.48166","1890963610.67647","417154044.906513","3952705859.11032","4501364062.28693","4583092935.76148","9377510737.9315","-3093053978.27352","-8470269956.33501","12868148244.4102","17387895285.2002","6033640876.65818","1038848248.66581","-5887872460.68676","739265268.644647","",
"Kenya","KEN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","2723610.70924506","4302542.86301784","-724938.790578316","0","0","-808604.903960797","0","0","0","0","0","0","0","0","0","0","0","0","18902462.0123675","1988596.90556252","7297087.61775753","50102716.9808678","89389841.2005639","38127808.8747604","21146736.8854621","14392651.1845173","1418755.94545257","4765613.84743135","37684711.1430908","66310129.8178453","30463597.7673668","20626252.1041757","24727991.7475219","26095144.9851711","20885558.7852698","28958711.7341486","1712404.92622214","-217694034.012166","-270499770.769614","-3716854338.95041","155053165.783443","383124990.402888","",
"Kyrgyz Republic","KGZ","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1686000","1684000","-5674000","4341042.63","-249800","1287663.46106624","-1171208.35859184","12005377.7717553","-6010796.8312096","9453783.75476343","-2264747.05093378","2983615.20924999","14338320.8379912","4538023.27157132","13888355.4231387","-27084111.1061089","324472.23744189","-5664984.09899027","-4810928.19573924","-50400","129046790.847222","7227034.4498379","",
"Cambodia","KHM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","13460000","7826000","7200000","7714000","7538000","7722000","7985000","4867648.54584546","7582730.37704039","6333376.33926272","11586206.6931159","7620898.16197161","36671591.364054","6137541.58527536","34183094.7736455","18794627.2358436","22527012.0508474","14672340.1164986","2094332.05322938","",
"Kiribati","KIR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","131634.46871851","210909.319541904","3789503.94148787","7743421.69754513","4586265.94352461","6401250.46457499","8358724.69862117","13061673.8515307","17710152.7682748","6690648.46045044","6603541.9462975","","","","","","","","","","","","0","3339657.25928762","3863189.08943993","3650253.35831115","760232.287430606","-5314182.56210868","4508643.14881723","2402382.72102264","4917097.28710822","4285968.38892337","4592001.33791543","",
"St. Kitts and Nevis","KNA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","3703.7037037037","-14814.8148148148","-2222222.22222222","-233333.333333333","-2737037.03703704","-7974074.07407407","-15444444.4444444","-2233333.33333333","-14307407.4074074","-4996296.2962963","-42677037.037037","-30364226.2962963","-48022032.5925926","9839205.92592593","15024033.3333333","20968518.5185185","12974977.7777778","-10471444.4444444","11159866.2962963","17242547.7777778","15459158.5185185","-10227199.6296296","0","43184346.7574074","38523703.3440741","31444028.5624012","",
"Korea, Rep.","KOR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","-74000000","-70000000","-42000000","-8000000","-133500000","-24300000","14600000","-545600000","-836000000","-1737400000","332700000","296600000","1080500000","710800000","-161800000","-3103600000","-5950500000","-10102000000","-6232300000","-11712000000","-15101800000","-14384000000","1224100000","-9189900000","-12176700000","-6706300000","-346400000","-17287400000","-6599000000","3518100000","23385700000","27078000000","2421400000","-51187500000","-42364700000","-13142700000","-6747800000","9344500000","30608900000","49529800000","66970200000","",
"Kuwait","KWT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","89645177.8007919","174426111.615358","157031888.490023","65441992.7284566","586179022.520597","329266929.09915","125544624.988204","-184084665.692122","212709994.668675","-209415654.68048","345798424.551743","485211933.370311","-39474168.1940478","440814000.682724","599088942.298827","381341977.084814","601543800","-272830204.122464","930961116.305204","-394111482.651945","2114273140.49545","761501265.901224","6926019676.32412","4767754257.14845","2559009421.35946","12668231269.6566","8719464808.78652","3226568002.72572","13373979588.1432","13880217170.0034","13134246575.3425","29126093979.6153","34903985920.2318","28129806737.905","8194014118.27388","20524153110.9179","7662652163.32729","23917855789.3363","21233852058.5472","41702191902.3269","32668258905.8802","20334019805.1151","",
"Latin America & Caribbean (excluding high income)","LAC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","-1100000","-1200000","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","-53800000","-11450996.4825079","-5735532.9710448","-147741200.000154","-360671121.075289","-531274653.83024","-523990200.766583","",
"Lebanon","LBN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-849540000","129198404.209613","707352671.186756","-535873956.018327","-1665462825.19037","-170349617.56088","-637309471.286066","-1864513030.76857","2635287775.1547","753055924.058675","-1194409096.73324","-1569740428.57685","-2616402656.55724","-524585822.607526","-2626613749.89306","",
"Liberia","LBR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","0","0","0","0","-107668.75430116","-146429.50576416","-94748.5036902722","-120589.00469671","0","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","0","0","","",
"Libya","LBY","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","220232325.579824","145920804.678656","22631235.9108101","113494055.034463","429992392.985323","255021905.723036","106737645.273191","-46951052.7465705","-55057709.2615174","67217127.9134255","2951230517.75272","221509752.608292","52402914.6045832","114769131.06748","-297084386.791215","54696560.2637799","62095431.2630011","126303143.410731","105944126.942877","0","640750079.462394","178367321.459912","3018472.39171669","706000000","1359000000","-72000000","607000000","187000000","393000000","5198000000","1440100000","10963600000","3352000000","4396000000","324100000","540300000","2214900000","829900000","-1697200000","-1443800000","",
"St. Lucia","LCA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-177777.777777778","140740.740740741","-366666.666666667","192592.592592593","-296296.296296296","-237037.037037037","-1670370.37037037","-2929629.62962963","-3322222.22222222","-1659259.25925926","-28385185.1851852","-11737777.7777778","-16866674.0740741","-62767861.1111111","-16288887.4074074","-24045374.0740741","2964315.55555556","-469914.814814815","9560853.7037037","29139083.7037037","-30591853.7037037","-33846198.1481481","-52146859.2592593","-94062705.1851852","9596983.45883289","-5141628.38672748","24313074.5253205","",
"Latin America & Caribbean","LCN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","-10560616.5132","-475511.1746","-26846.3124","-509891.7083","0","0","0","0","0","0","0","0","0","0","0","0","-32060374.3961","-25679876.017","-67192040.0977","-27030926.4037","2032389.4436","-6650998.5249","-13095752.3757","24002822.3362","12827031.2934","44298611.8908","11070000","-25350000","-1620000","-10910000","-60400000","-51000000","-973590000","153300000","-1862700000","-1301460000","-1061602443.69956","-2126064744.57768","-2068434451.74441","-2065257521.33114","-686421471.767621","-993156066.679218","",
"Lower middle income","LMC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345799.579476343","1371041.03037416","14574136.6801528","-961965.440414615","-3914306.92619922","990211.290522857","2253241.13699207","2062285.72410888","3330891.65733771","3089122.62060023","2749239.78814919","2537015.6134706","2237957.26559199","1936058.52826263","",
"Late-demographic dividend","LTE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359873.484147431","-4402616.97775505","-16187500","-62675000","-188235000","52750000","-505592500","-264547500","-264250000","-24304029.8604493","-252083175.123922","-213167596.460094","261583379.103123","294407677.930287","251996536.718928","102214630.327472","-1287276768.60477","-2196085803.57091","-1704157812.57627","-1250099239.48109","1888891296.75949","-1310012950.55958","-129528333.083364","3843542487.78468","",
"Luxembourg","LUX","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-70415124811.2071","-21073922947.1253","-52095092689.6435","-48163064457.2299","-74569592717.5479","-133147930169.334","-37744013329.534","51689161016.7453","-69237029376.4346","-117197451377.612","-337686358876.668","-110803056228.455","-121433422975.564","-197624361416.915","-201726707273.61","",
"Latvia","LVA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101830","-46000","22480000","36835000","141027000","571817000","6400000","-273300000","255652182.358557","-105703012.132353","166010207.173589","197239441.66098","-221002478.662015","131104702.047909","-43449143.4751558","660480964.304074","-361087874.909913","-168973639.370829","413019201.164481","620131312.510425","-1286637892.6944","260656213.939872","-98349053.1560196","2342248099.3565","1001995615.80976","",
"Macao SAR, China","MAC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902507022.734157","1191664706.42002","2181162657.61929","617414820.283717","1434634246.55734","1251486164.9167","1391230309.30197","1674903863.21461","843867803.29617","1879354354.25394","2879787497.99668","12444341749.1476","5663964693.20077","12201855964.9245","4463908984.16482","",
"St. Martin (French part)","MAF","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2411977.18958715","-1288376.79164898","-24196906.9004291","-237755923.116167","-20374144.6250069","-141810189.088857","-37681954.5073495","-23947317.9828133","-6017694.57191201","-17758936.6923709","6998157.56471195","7622101.06845526","-7926748.45965479","-596830635.614742","-59848786.838755","294894909.84422","80170705.1561271","109122444.235408","16595535.8048686","-109875793.943916","233506100.486305","5724615.56694344","-221288185.997528","-3543349567.77313","-1315996132.05398","327671042.119061","",
"Monaco","MCO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-256000","490000","-60820000","-233570000","59110000","140300000","-117230000","32380000","27380000","23750000","9770000","6950000","4790000","4510000","-6250000","5870000","-1000000","30000","-21340000","-2980000","-7230000","-4040000","-360000","",
"Madagascar","MDG","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","-6232.45531659149","","-264761.01785602","","-1878239.27903613","-5217.17469870423","","","1229639.51659441","19530860.3579777","947553.583289781","",
"Maldives","MDV","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3256987.72407657","-11384930.7929354","12036496.1938448","12217103.5248392","-149584.384181833","-53069444.1951803","53319631.9533478","17239623.8317166","-122918072.344979","5099758.22628819","",
"Middle East & North Africa","MEA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","393000000","-43000000","-1161000000","-920000000","653000000","755000000","984000000","1226000000","1399000000","-2677000000","-298000000","3985000000","-12138000000","-19206000000","-28355000000","-7415440000","10376870000","-13962200000","-4329400000","-900603704","-10580265747","-1741762778","-5010294721","-100484720","-4220223376","-3252303250","13487215727","1162324207.35116","3018649311.45503","-20275580731.4769","23336533054.089","-28575041565.1247","-46091164274.1033","-58026580027.5653","-42717236132.3546","-48566372002.1556","-24996764221.2983","-31224017286.4512","",
"Marshall Islands","MHL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6044355.33333334","-22610894.3333333","1966191","-17639682.3333333","-11968511.77","-607158.230000009","-10073562","-3126491.00000002","-3664145.99999999","-6011722","-4744516","-3089652","",
"Middle income","MIC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-310000","-2100000","165767.6137","-129919.5523","902230.047","-3547043.7391","-1228145.06725464","-5659029.6248","-11451895.863","-238589513.8277","-92352317.7637907","-155165540.575146","72478785.3224942","-147176137.346273","75899798.4085068","106178138.06172","-98657702.1542515","208808574.403459","-650097178.008771","-62278158.6524132","-471518387.696765","",
"Mali","MLI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-496527.794550186","7817782.14882455","-4512233.22779612","-839695.840308567","-16487908.9677312","-11652866.6879219","-53586272.7754419","-517893.732711141","2633049.39967888","15072000.2864922","11073072.3216572","46612869.5157824","95353950.1150519","39010027.1029716","455098844.045711","-54882093.0908535","41216222.4498101","107882491.21554","-15907245.4310428","","","",
"Malta","MLT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","30213148.1641641","-14938020.35835","-22234474.3415101","-7263639.88066092","9096028.09138311","1881751.52305852","13734014.0151682","18942178.8321814","30407007.6447318","8684911.43904613","-3878967.6012567","3396883.36775965","27055203.0825708","-867614.657591995","32824972.5687051","-44021196.3519326","7525507.12752357","38385202.0512407","57676994.483382","1891186.00333554","245205998.592388","214098477.167972","266620046.945246","-304404821.729757","457987370.965291","117135137.413716","-108046109.925084","26178324.8487991","504273222.09113","711088361.582047","497967049.687445","382971826.583354","1591188870.03158","3377094541.54018","14879500763.5903","7906131722.27769","15438008429.8623","4264948121.9374","8933448301.70824","6420375048.84913","16203571591.6399","12110962409.2645","12042628051.8831","17567348916.6282","5418994349.98206","5288725044.78884","",
"Myanmar","MMR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","-16816243.3362957","7459854.91638115","-36106546.0828479","",
"Middle East & North Africa (excluding high income)","MNA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8194507.577778","22450946.5793728","57638720.588852","-246761494.124659","-214783160.766725","32012995.0587895","-58151340.4038298","-120459799.166015","-132183502.082848","26417300.1459749","",
"Mongolia","MNG","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","","","-50000000","52500000","-1200000","-600000","-74870200","36037269.1116873","82096683.0140718","-894420940.737955","-72681664.9476054","-2300390401.14069","160603430.539956","-269964193.569531","-248473858.503062","-487060567.275557","",
"Northern Mariana Islands","MNP","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","88495093.6624634","123777348.971736","1154942.88211533","9454249.78663693","-3360130.83723897","-551412.203098651","33735758.9207552","21957818.0888734","-741781573.083266","-16066916.8416837","49400144.7415021","123864414.685692","",
"Mauritania","MRT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66221.9677581796","202306.291725673","493186.576077884","408098.818213838","0","445680.480698234","","","","","","","","","","","","","","0","0","0","0","","",
"Mauritius","MUS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2152929.77860705","447218.381527326","0","2209879.00912425","-1837378.96962014","-175942958.974442","-34822692.1376861","66152961.5085219","-14921236.2952821","-44151848.7428602","139165675.716938","19290108.2439094","17391344.3125562","18140146.8132523","37035082.6060187","16153949.6758202","29926793.9396009","-58425964.908459","169670113.652623","56329136.8770549","9822234365.93922","-9253587855.0755","-1965085343.71567","468892244.264212","891815644.525272","285620451.543625","7189574257.34487","",
"Malawi","MWI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","-16474170.0912321","-19831604.8081419","-492552.807398167","-1898806.81611943","-3315935.46498575","-425617.642467119","-990533.331797016","-407190.598261682","-1289578.41549629","-4210540.61304113","-819895.879730386","-2572907.34604305","-806191.058730407","0","0","0","0","0","0","0","0","0","0","0","0","-89061.6809231214","80075.2940398623","3971337.83084731","2522108.62680645","1792559.70201741","1550035.38353613","370006.437856313","-1090000.31964525","983106.300097912","-8324467.06907","-7697321.34283233","-8679453.07685803","-9356129.22825434","-7724691.6454817","",
"Malaysia","MYS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","-12463302.5020831","-268194698.78701","-51542842.5456468","-62568985.0378954","-79014122.54634","-194202114.965665","11024936.2667297","-1131015027.80557","-600755762.095851","-667743672.82992","-1107677866.23545","-1941570318.66159","-29828293.6214583","-139702589.591231","447917926.263469","107056829.333571","254725264.568603","-170177692.661996","1122328140.64105","708598555.997351","1649228924.50814","435632560.639007","268289120.279975","247761291.297251","-283102404.841535","1024473684.21053","2532105263.1579","411842105.263158","1398947368.42105","-978157894.736842","-8388684210.52632","3700304284.87155","-3435892077.72614","-5388143289.40851","23960720565.7931","291400434.395437","-14993955885.4519","-8678199801.41139","-20680620511.3543","813576327.612195","11883324573.9358","7226139458.30049","3634396130.42578","",
"North America","NAC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10899305.4269458","25712387.0329897","-15953637.4439468","-75495565.8850931","-47285141.0410523","-77086696.3415525","-23073259.731754","-11480130.2238842","15411653.4952602","77236782.2913864","455725479.468627","439745834.736942","431781542.671671","635223566.298042","845395740.058107","1045554701.29337","1125834350.53489","1476631583.04468","1022046377.32044","740749701.449235","549048719.544465","18694340.5219556","279222005.930421","120093707.691845","385317871.852615","-1053406444.23097","-54686219.0710591","",
"New Caledonia","NCL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-46168613.6354286","-8058111.97364576","-135382365.259734","-241430999.307916","34035002.4543272","134487427.372468","-218062979.694388","-169249557.197592","-130322983.370694","-7534314.31067455","-48557945.1341787","-48050542.3350931","21253043.4970938","26020803.8972764","","",
"Niger","NER","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","-12463.4060047143","-23330.3734494715","-8369.93455960268","1428689.5465608","3859859.87289211","0","288717.002836681","419531.853710922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50825.6797571056","805250.407615064","866172.494141178","-310216.451642043","-8486237.83823427","-3746051.50140875","-375903.062121229","-2467307.68341454","-4768261.27806692","-41742805.3217592","3861231.9546504","8135343.69928539","30173830.77177","19454186.154609","-22989154.5621316","-16536470.3397278","-32303865.6326522","19061208.1738627","-120034800.032054","-138888102.801938","","",
"Nigeria","NGA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","-401812094.735357","-876060309.42383","-86633232.876962","-1084153265.19319","-575715051.906927","219831399.228893","197148078.848365","61109599.4777241","-1884268076.62063","17780308.0749792","27141298.4178942","25583636.3007699","54088507.9454776","20321016.1030513","2363115.76712271","-11013871.8470491","-502264890.590381","-831771646.906782","-133938021.80453","-182894058.187303","-177818881.723918","487949764.234188","-1288018525.47576","-799672941.059114","3402403482.97938","345254658.70698","-2586443769.25192","-3540338827.04507","-14992464491.9091","-10320959890.0148","-1828705240.96316","-876754469.328992","-1704851044.85514","",
"Nicaragua","NIC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5300000","-18000000","-160700000","128200000","19900000","0","0","0","0","0","0","","","2500000","29200000","86200000","219200000","-57200000","-126700000","-64100000","7100000","145800000","",
"Netherlands","NLD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","11602209.9363542","-40055248.5897943","-140607734.704864","-422375690.302037","-313933031.411756","400460786.524424","976404505.567153","265744477.62069","-35195576.3818849","156376524.25018","-1777793860.35999","-1090832068.27491","-2555870286.23527","-3202282712.45519","-832288564.917368","400960709.011378","136308139.488943","73729667.6761388","59662782.4459402","5868470142.95037","-2654419087.1368","-3392890485.32363","-7645065018.70582","4913359887.72682","720535133.627485","9551396687.16165","-1642470529.07943","10404045298.9535","10375488707.5738","11581003480.2656","21189519559.0754","39220785195.8318","-5610740526.14595","10392735364.1977","-13199010216.551","14515710328.8461","-21856887412.7123","38659942632.2367","-52670319392.2443","-88374302095.5029","115232781238.763","-92093003759.9791","8390721957.04343","-51567192509.5969","-1562922934.0507","74358152946.5068","5345326538.92987","59555687332.7572","-59422330264.0271","-28444112961.7918","",
"Norway","NOR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","-611827758.415626","-1329005865.18507","-2067163976.42192","-2457946580.04233","-2051700305.81177","142272408.55801","702594155.164385","645394766.347721","900169296.072814","-800140749.633912","-1778034338.18953","-4272323085.36586","-2276264654.50593","-4222192620.16795","-3059097214.85884","-561491158.315123","3116290897.98194","1107409940.80914","-913431352.567939","-474487815.04533","2875471996.52325","9733419616.48739","10117840499.2111","2058834962.25175","2990090287.59975","15300429131.6927","27078672034.0493","18310202137.1887","6160488137.93307","28677594997.7431","8011306667.13284","76986339337.266","20297026964.8499","112411828962.21","-2433797087.25333","14621109898.4211","42144125513.1796","51066514598.781","59571176719.3202","21097213763.8342","33278080362.449","6568872546.11743","",
"Nepal","NPL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",
"Nauru","NRU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1134917710.30081","-860701484.585439","-1557623268.49749","-3125974585.01284","-7009148328.60401","-72072804.9710462","290674942.856812","-9261765263.14233","3852606975.42506","-1766963562.34646","-2652771377.80278","-3181220826.12488","-6684347085.05544","1781640278.03876","435479691.813415","-2363175853.06779","-4194695427.14389","",
"OECD members","OED","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-7800000","-17700000","-185200000","-25200000","36000000","-80364109.2327698","77243172.9518856","229388816.644993","12223667.1001301","-127958387.516255","-160988296.488947","-1481924577.37321","1672821846.55397","-102470741.222367","-244473342.002601","797102730.819246","-326137841.352406","-353706111.83355","776102439.53186","-855469872.099373","-5181920197.6593","",
"Other small states","OSS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
